5,2
13,3
17,3
29,4
37,4
41,5
53,5
61,5
73,5
89,5
97,6
101,5
109,6
113,7
137,7
149,7
157,7
173,8
181,7
193,7
197,8
229,9
233,7
241,7
257,7
269,8
277,8
281,7
293,8
313,8
317,9
337,9
349,9
353,9
373,8
389,9
397,9
401,9
409,9
421,9
433,11
449,9
457,11
461,11
509,9
521,9
541,11
557,11
569,9
577,10
593,11
601,11
613,12
617,11
641,11
653,11
661,11
673,11
677,11
701,10
709,10
733,11
757,11
761,11
769,11
773,11
797,9
809,11
821,12
829,11
853,13
857,13
877,13
881,11
929,13
937,11
941,11
953,11
977,13
997,13
1009,11
1013,11
1021,11
1033,11
1049,11
1061,12
1069,12
1093,12
1097,12
1109,11
1117,12
1129,13
1153,13
1181,12
1193,11
1201,13
1213,13
1217,13
1229,12
1237,13
1249,13
1277,11
1289,15
1297,13
1301,13
1321,13
1361,12
1373,14
1381,12
1409,13
1429,13
1433,13
1453,12
1481,15
1489,13
1493,12
1549,13
1553,13
1597,13
1601,13
1609,13
1613,14
1621,13
1637,13
1657,13
1669,13
1693,14
1697,13
1709,13
1721,13
1733,13
1741,17
1753,13
1777,15
1789,13
1801,14
1861,13
1873,13
1877,15
1889,15
1901,14
1913,15
1933,13
1949,14
1973,13
1993,13
1997,14
2017,13
2029,14
2053,13
2069,14
2081,14
2089,14
2113,13
2129,13
2137,13
2141,13
2153,13
2161,17
2213,15
2221,15
2237,13
2269,14
2273,15
2281,17
2293,15
2297,15
2309,15
2333,14
2341,13
2357,15
2377,13
2381,13
2389,16
2393,14
2417,15
2437,15
2441,14
2473,14
2477,15
2521,15
2549,15
2557,15
2593,13
2609,15
2617,15
2621,16
2633,15
2657,15
2677,15
2689,17
2693,16
2713,15
2729,19
2741,13
2749,15
2753,15
2777,15
2789,15
2797,15
2801,14
2833,15
2837,15
2857,15
2861,16
2897,15
2909,15
2917,15
2953,15
2957,15
2969,17
3001,17
3037,16
3041,15
3049,16
3061,15
3089,15
3109,15
3121,15
3137,17
3169,19
3181,16
3209,15
3217,17
3221,16
3229,15
3253,16
3257,15
3301,17
3313,17
3329,15
3361,17
3373,15
3389,15
3413,15
3433,17
3449,15
3457,17
3461,16
3469,17
3517,17
3529,19
3533,16
3541,15
3557,17
3581,17
3593,16
3613,15
3617,17
3637,16
3673,19
3677,15
3697,15
3701,17
3709,16
3733,17
3761,17
3769,17
3793,17
3797,17
3821,17
3833,19
3853,15
3877,16
3881,17
3889,17
3917,17
3929,19
3989,16
4001,17
4013,15
4021,16
4049,17
4057,17
4073,17
4093,15
4129,17
4133,16
4153,17
4157,17
4177,17
4201,17
4217,15
4229,17
4241,17
4253,16
4261,17
4273,17
4289,17
4297,17
4337,17
4349,17
4357,17
4373,17
4397,17
4409,17
4421,17
4441,15
4457,15
4481,17
4493,19
4513,17
4517,17
4549,17
4561,17
4597,17
4621,17
4637,17
4649,17
4657,17
4673,17
4721,17
4729,17
4733,17
4789,17
4793,16
4801,19
4813,17
4817,17
4861,18
4877,17
4889,19
4909,17
4933,17
4937,17
4957,17
4969,17
4973,17
4993,17
5009,18
5021,16
5077,19
5081,17
5101,17
5113,19
5153,17
5189,17
5197,16
5209,19
5233,17
5237,18
5261,17
5273,21
5281,17
5297,17
5309,17
5333,17
5381,18
5393,17
5413,18
5417,19
5437,17
5441,17
5449,17
5477,17
5501,16
5521,19
5557,17
5569,18
5573,19
5581,17
5641,19
5653,17
5657,18
5669,17
5689,19
5693,17
5701,17
5717,17
5737,17
5741,18
5749,18
5801,17
5813,17
5821,17
5849,17
5857,17
5861,17
5869,17
5881,19
5897,17
5953,17
5981,17
6029,18
6037,19
6053,17
6073,19
6089,17
6101,18
6113,19
6121,18
6133,18
6173,17
6197,17
6217,19
6221,17
6229,19
6257,19
6269,17
6277,17
6301,19
6317,19
6329,19
6337,17
6353,17
6361,18
6373,17
6389,19
6397,18
6421,17
6449,19
6469,17
